company,country,city,postcode,hall,stand,segment,description,id
Siechem Technologies Private Limited,India,Pondicherry,605101,Hall 12,175,Railway Infrastructure,"Siechem – India’s No.1 for speciality wires and cables manufacturer for Aerospace, Automotive, Defence, Railways, Solar, Wind, Power, Control and Instrumentation, established in 2002, having its head office at Chennai and factory at Pondicherry, equipped with state of the art automated manufactur...",1037159
Siemens AG,Germany,München,80333,Hall 27,220,Railway Technology,,1037164
Siemens Energy Global GmbH & Co. KG,Germany,Erlangen,91058,Hall 17,300,Railway Technology,"We get where you want to go. Siemens Energy is a trusted partner for railway electrification, providing transformers and railway grid solutions that enable reliable, efficient, and sustainable rail transportation worldwide.",1037169
Siemens Mobility GmbH,Germany,München,80997,Hall 27; Hall 7.1c; Outdoor Display,230; O6/50; O7/50; O/610; T6/40; T6/45; T6/50; T7/40; T7/50; 200; 220,Outdoor Display; Mobility+; Career Point; Railway Infrastructure; Railway Technology,"As a leading technology company, we combine the real and digital worlds like no other in rail. Together with our customers we transform mobility for everyone.",1037175
Sierosławski Group Jan Sierosławski,Poland,Mielec,39-300,Hall 10.1,300,Railway Technology,,1227058
SIFER and EXPO Ferroviaria,United Kingdom,Richmond,TW9 1DN,Hall 11.2,270,Railway Technology,SIFER and EXPO Ferroviaria: Key events connecting French and Italian rail industries with cross-border opportunities.,1226750
SIGMA S.p.A.,Italy,Monterubbiano,63825,Hall 2.1,250,Public Transport,"SIGMA S.p.A. is a leading Italian company specializing in design, manufacturing, delivery, and maintenance of products and solutions in the fields of banking automation, equipment for Fare Collection solutions (Ticket Vending Machines, Validators, and Monitoring tools), and self-service payments.",1037189
Signal Concept GmbH,Germany,Markkleeberg,04416,Hall 25,640,Railway Infrastructure,Signal Concept GmbH was founded in 1993. Its success bases on many years of experience in developing modern clear track signalling systems. Signal Concept is anually certified following DIN EN ISO 9001:20015. Since 2004 Signal Concept GmbH is certified as supplier L1 and Q1 of the German railway ...,1037192
Signature HILLER GmbH,Germany,Birkenfeld,55765,Hall 7.1b,300,Public Transport,"Wir sind Vorreiter im Bereich Beschilderung und Bahnhofsausstattung.
Unser erfahrenes Team bietet Ihnen ein „Rund um Sorglos-Paket“, angefangen mit der Idee, über die Entwicklung, bis hin zur Konstruktion, Produktion und Montage von allen Hinweis- und Warnschildern bis zum Wetterschutzhaus oder ...",1037197
SIGNON Deutschland GmbH,Germany,Berlin,10557,"CityCube, Hall B",320,Railway Infrastructure; AI,SIGNON — Rail. Mobility. Future.,1037201
SIKA,Poland,Warszawa,02-871,Outdoor Display,O/250,Railway Technology,,1226630
Sika Deutschland CH AG & Co KG,Germany,Stuttgart,70439,Hall 25; Hall 8.2,195; 120,Railway Infrastructure; Railway Technology,"Sika is a specialty chemicals company with a leading position in the development and production of systems and products for bonding, sealing, damping, reinforcing and protecting in the building sector and motor vehicle industry. Sika has subsidiaries in 101 countries around the world.",1037213
Sil Air srl,Italy,Reggio Emilia,42124,Hall 1.2,650,Railway Technology,,1211402
Silicone Engineering Ltd,United Kingdom,"Blackburn, Lancs",BB1 3HU,Hall 3.1,880,Interiors,"Silicone Engineering specialise in silicone solutions for Rail and Mass Transit interiors.

The kSil®V-0 range of silicone sponge is used to Seal, Insulate & Protect rail interior applications whilst reducing maintenance and downtime costs. Uses include seals, gaskets, floating floors, vibratio...",1037230
SIM FACTOR S.A.,Poland,WARSZAWA,03-244,Hall 11.2,245,Railway Technology,"SIM Factor is a European leader in advanced railway simulation and safety systems. With over 100 simulators delivered across 11 countries, we empower operators with cutting-edge training technology and full onboard software integration, including ETCS, PZB, and Mirel. Visit our booth at InnoTrans!",1225932
SIMONA AG,Germany,Kirn,55606,Hall 1.1,501,Interiors,"SIMONA AG is one of the leading manufacturers of thermoplastic products, with production facilities and sales offices around the globe, as well as an acknowledged development partner within this field.The company's product portfolio includes semi-finished parts (sheets, rods, profiles, welding ...",1037284
SIMPAX,Poland,Piaski,63-820,Hall 11.1,155,Railway Technology,"SIMPAX is ISO 9001 and IRIS certified resistor manufacturer.
 We provide resistors:
• Roof mounted 
• Under floor mounted 
• Inside of vechicle
• Neutral Earthing
• Starting and braking for machines,etc.
• Load resistor
• Other with power >50W to MW's
• Replacements
• Renovation and service",1037290
simplify engineering AG,Switzerland,Wattwil,9630,Hall 1.1,390,Interiors; Travel Catering & Comfort Services,"We supply customized lift systems, ADA lift or wheelchair lifts for the rail vehicle industry.",1037294
Simpro Spa,Italy,Brandizzo,10032,"CityCube, Hall A",500,Railway Technology,"Simpro is an Italian company, based in Brandizzo (TO), that has been working in the special production and testing equipment field for 35 years, focusing on the automotive and railway sectors. Over the years, it has designed and built important test benches for various customers.",1037300
Simuverse Technologies,Austria,Wien,1200,"CityCube, Hall A",145,Railway Technology,Simuverse GmbH is a software development company that specializes in creating 3D simulations and custom applications for the railway sector.,1020552
SINOMAC GROUP LIMITED,China,Beijing,101200,Hall 8.1,245,Railway Technology,"Established in 2010, SinoMac Group is a one-stop solution provider for power systems and vehicles. We prioritize innovation to empower diversified business lines including professional railway brand RailMac. Our international team delivers efficient communication and customized solutions. We persist",1219254
SINTRONES Technology Corp.,Taiwan,New Taipei City,235024,Hall 6.1,538,Railway Technology,"Founded in 2009, SINTRONES delivers high-performance, rugged AI solutions for sectors where reliability is non-negotiable. From smart transportation to defense, we make mission-critical applications smarter and safer.",1037344
SIR Società Italiana Resistor,Italy,Castellanza,21053,Hall 17,360,Railway Technology,"Power resistors for railway applications: SIR develops robust standard and custom-engineered solutions for braking, energy absorption and load applications – reliable, flexible and internationally proven.",1227529
Sirail Group,France,Crespin,59154,Hall 11.1,325,Railway Technology,"Sirail designs, produces, and integrates electric harnesses, cubicles, and driver desks for the major European railway companies. 
From design to retrofit, through manufacturing and service, Sirail is a leading European specialist in electricals for rolling stock, in the whole customer valued chain.",1037353
SISCOG,Portugal,Lisbon,1700-097,Hall 6.1,255,Public Transport,"SISCOG offers software tools to save money and time in using rail operators' resources, while satisfying staff and passengers/clients. These decision support systems for optimised resource scheduling and management use a combination of Artificial Intelligence and Operational Research techniques.",1037364
Sistaş Çelik Dövme San. Tic. A.Ş.,Türkiye,İzmir,35620,Hall 10.2,405,Railway Infrastructure,.,1037367
SITAV S.P.A.,Italy,MILAN,20122,Hall 3.2,360,Railway Technology,"SITAV was set up in 2002 and immediately began to be operational in the execution of current and corrective maintenance on electric locomotives and passenger stocks at Trenitalia depots.
SITAV also provides to ordinary and corrective maintenance on regional trains.",1037379
SITES,France,Rueil-Malmaison,92500,Hall 5.2,150,Railway Infrastructure,"SITES, a pioneer in structural sustainability since 1984. Over 600 employees, 7 offices in France, 2 international subsidiaries, and over 1,000 structures monitored annually. Engineering, monitoring, inspection, commissioning: we ensure the infrastructure around us lasts.",1211939
Siut GmbH,Germany,Berlin,10437,Hall 7.1b,220,Public Transport,"With our innovative passenger guidance systems, we are designing the barrier-free, safe and customer-oriented platforms of the future.",1037397
SIX ITALIA S.p.a.,Italy,Genova,16121,Hall 5.1,145,Railway Technology,"SIX ITALIA S.P.A. IS SPECIALIZED IN THE DESIGN, SUPPLY, PRODUCTION AND INSTALLATION OF STRUCTURAL OR COMPARTMENTAL FIRE PROTECTION SYSTEMS, THERMAL-ACOUSTIC INSULATION, STRUCTURAL DAMPERS AND FLOOR SYSTEMS.",1037400
SK Consulting,France,PARIS,75007,Hall 6.1,518,Railway Technology,,1226067
SKA Sitze GmbH,Germany,Wörth am Rhein,76744,Hall 1.1,280,Interiors,"In recent years, SKA has developed into a leading international seat manufacturer for trains, buses and motorhomes. Our products include individual system solutions for the passenger area and for the driver's cab. In addition to sophisticated lightweight technology and first-class comfort...",1037419
"SKD TRADE, a.s.",Czechia,Praha 8,182 00,Hall 9,310,Railway Technology,Company with a history and a long tradition in the manufacture and repair of rail vehicles components.,1037426
SKF GmbH,Germany,Schweinfurt,97421,Hall 22,650,Railway Technology,"Smarter railways start with SKF. Innovative solutions, digital insights, and expert services help maximize performance, extend maintenance intervals, and reduce costs—while improving sustainability.",1037429
SLF Oberflächentechnik GmbH,Germany,Emsdetten,48282,Hall 6.2,345,Public Transport,"Expertise for demanding surfaces
Surface technology: sophisticated. efficient. from a single source.

We are your reliable partner for industrial surface technology. Our focus is on system solutions for large-scale components, such as those used in rolling stock or commercial vehicle industries",1215709
SLG Prüf- und Zertifizierungs GmbH,Germany,Hartmannsdorf,09232,Hall 7.2b,100,Railway Technology,"SLG Prüf- und Zertifizierungs GmbH - Your independent and neutral full-service provider for product testing and certification. Our range of services for railway applications - EMC, environmental simulation, vibration and shock tests, tests for the safety of components and parts",1037567
Slovak Investment and Trade Development Agency - SARIO,Slovakia,Bratislava,82109,Hall 10.1,230,Public Transport,,1037571
"Slévárny Třinec, a.s.",Czechia,"Třinec, Staré Město",739 61,Hall 21,250,Railway Infrastructure,,1037565
SM Calvörde Sondermaschinenbau GmbH & Co. KG,Germany,Calvörde,39359,Hall 23,600,Railway Technology,SM Calvörde - Special wishes are our daily business!,1224860
SMA und Partner AG,Switzerland,Zürich,8050,Hall 2.2,250,Public Transport,"SMA is an independent consulting and software company for railway systems. Established in Zurich in 1987, the SMA Group employs approximately 80 members of staff. In addition to its headquarters in Zurich, SMA also has sites in Lausanne, Frankfurt and Paris.",1037591
Smart Motors,Spain,Barcelona,08027,Hall 24,240,Railway Technology,"Our mission at Smart Motors is to drive the digital transformation of the railway industry. We help railway operators and maintainers improve their operations, boost network reliability, and streamline maintenance through integrated data solutions.",1040548
Smart Rail Connectivity Campus e. V. (SRCC),Germany,Annaberg-Buchholz,09456,Hall 7.2b,200,Railway Technology,"SRCC, an established innovation center and network, featuring: Chemnitz University of Technology, Vodafone, Boldyn Networks DE, Frauscher Sensortechnik DE, IKADO

Keywords: RTO, 5G/6G, FRMCS, MCx, Real-time Video Transmission, Human-Machine Interaction, Research Infrastructure, Sensor Technology",1037628
